correlacao_pearson_residuos,media_residuo_b00,media_residuo_oni,rmse_b00,rmse_oni,pct_menor_erro_abs_b00,pct_menor_erro_abs_oni
0.9807689772558038,-0.021354016610005657,-0.0791547564694429,1.8738659038993228,1.8514021050054394,49.936,50.064
